代號,名稱,掛牌最高,掛牌最低
35872,閎康二,192,122
35911,艾笛一,143.4,92
35912,艾笛二,140.8,99.5
35913,艾笛森三,159,104
35914,艾笛森四,127.6,98.75
35941,磐儀一,122.5,97
35942,磐儀二,118.55,97
35943,磐儀三,146,81.5
35961,智易一,167,100.5
35971,映興一,120,98.5
35981,奕力一,160,97
36051,宏致一,117,97
36052,宏致二,133,95
36053,宏致三,178,97
36071,谷崧一,150,101.3
36072,谷崧二,111.5,97.2
36091,東林一,115.5,99
36111,鼎翰一,107,98
36171,碩天一,112,99.5
36172,碩天二,179,111
36173,碩天三,115.5,99.85
36251,西勝一,366,106.5
36252,西勝二,114.45,92.05
36253,西勝三,168,99.05
36291,卓韋一,117.95,90.5
36311,晟楠一,160,99
36312,晟楠二,114.4,99.8
36313,晟楠三,123.1,99.85
36321,研勤一,132,93.15
36322,研勤二,115,99.7
36451,達邁一,162,94.5
36531,健策一,160,93
36532,健策二,196,103.5
36533,健策三,222,103
36534,健策四,236,108.5
36535,健策五,238,115
36621,樂陞一,212,107
36622,樂陞二,139,106
36623,樂陞三,149,94.5
36624,樂陞四,159,90
36625,樂陞五,133.1,128
36626,樂陞六,154,78.25
36631,鑫科一,138.5,99.05
36632,鑫科二,139.1,101.55
36633,鑫科三,420,114
36651,貿聯一,522,104.5
36652,貿聯二KY,180,100.75
36801,家登一,107,93.3
36802,家登二,273,109.35
36803,家登三,194,97
36804,家登四,168,104
36841,榮昌一,142,105.5
36871,歐買尬一,113.8,98
36872,歐買尬二,112.9,95.65
36873,歐買尬三,110,93.25
36891,湧德一,138.15,101.5
36892,湧德二,117,99.25
36893,湧德三,227,105.2
36894,湧德四,209,115
36911,碩禾一,126.85,99.8
36912,碩禾二,122,77
36913,碩禾三,127,94.65
36931,營邦一,117.05,99
36981,隆達一,141,93
36982,隆達二,113.1,94.9
37011,大眾控一,441,111.1
37012,大眾控二,128.9,96
37021,大聯大一,118.5,97
37022,大聯大二,132.8,93.5
37023,大聯大三,137,96.05
37063,神達三,115.5,98
37071,漢磊一,396,103.95
37072,漢磊二,610,109.75
37073,漢磊三,232,99.5
37074,漢磊四,190,93
37075,漢磊五,171,110.2
37081,上緯投控一,0,0
37082,上緯投控二,103.7,91.05
37083,上緯投控三,176,100.2
37084,上緯投控四,180,102.7
37101,連展投控一,175,101.5
37131,新晶投控一,126.5,100.5
37151,定穎一,161,111.1
37152,定穎投控二,145.5,130.15
37171,聯嘉投控一,135,104.55
41031,百略一,119,99
41041,東貿一,118.9,100
41042,佳醫二,170,107
41043,佳醫三,122.7,97.05
41044,佳醫四,117.95,98
41045,佳醫五,141.5,110
41051,東洋 一,145.35,105.3
41052,東洋二,250,98
41061,雃博一,111,100.95
41071,邦拓一,567,85
41072,邦特二,222,107
41091,加捷生醫一,164,104
41092,加捷生醫二,150,100.6
41093,加捷生醫三,120.25,100.25
41111,濟生一,144,103.1
41131,聯上一,179,106
41132,聯上二,144.8,89.05
41133,聯上三,118.55,96.5
41134,聯上四,120.5,91.55
41135,聯上五,116.8,100.7
41136,聯上六,99.95,89.05
41141,健喬一,477,100
41142,健喬二,166,98.05
41143,健喬三,202,98.5
41144,健喬四,206,149
41145,健喬五,124,100.6
41191,旭富一,192,102.2
41201,友華一,490,103.2
41202,友華二,176,88.1
41211,優盛一,112,83
41212,優盛二,180,97.3
41231,晟德一,399,98.5
41232,晟德二,276,100.05
41233,晟德三,203,93.4
41234,晟德四,117,99
41235,晟德五,118.05,96.2
41236,晟德六,139.9,104.1
41237,晟德七,136.75,97
41261,太醫一,153,107
41262,太醫二,398,107
41281,中天一,141.2,102
41291,聯骨一,207,101.55
41292,聯合二,113.5,98.15
41293,聯合三,105.15,95
41294,聯合四,176,107.8
41295,聯合五,130.5,106
41301,健亞一,111.5,90.5
41311,晶宇一,527,93
41371,麗豐一KY,131.5,98
41372,麗豐二KY,106.5,97.05
41381,曜亞一,111.9,95
41382,曜亞二,127.3,99.75
41411,龍燈一KY,125,92.5
41412,龍燈二KY,112.5,99.7
41413,龍燈三KY,104.9,95
41414,龍燈四KY,189,103.1
41415,龍燈五KY,188,78
41421,國光生一,365,105
41422,國光生二,364,104.15
41481,全宇生技一KY,104.5,91
41531,鈺緯一,356,114.45
41532,鈺緯二,160,99.6
41551,訊映一,140.05,99.7
41552,訊映二,199,108.1
41553,訊映三,158,95
41611,聿新科一,233,101
41631,鐿鈦一,115,98
41641,承業醫一,118.5,100
41642,承業醫二,120.5,99.6
41643,承業醫三,134.1,99.7
41644,承業醫四,153,102.1
41645,承業醫五,121.3,102
41671,展旺一,125,99.9
41672,松瑞藥二,157,100.15
41681,醣聯一,168,107
41682,醣聯二,199,100.35
41683,醣聯三,168,98.8
41684,醣聯四,128,108
41711,瑞基一,137,100.8
41712,瑞基二,159,99.6
41751,杏一一,117,100.05
41752,杏一二,236,100
41901,佐登一KY,121,98
41902,佐登二KY,122.5,94.15
41903,佐登三KY,104,88.6
42071,環泰一,171,97
42072,環泰二,228,102.5
43031,信立一,227,96.1
43061,炎洲一,153,91.15
43062,炎洲二,184,96
43063,炎洲三,177,86
43064,炎洲四,181,71
43065,炎洲五,152,103
43066,炎洲六,110.1,94.35
43067,炎洲七,127.95,99.6
43068,炎洲八,190,101.05
43069,炎洲九,190,101.9
44021,福大一,127,100.9
44141,如興一,167,105.95
44142,如興二,126,97.25
44143,如興三,174,98.7
44144,如興四,163,101.75
44161,三圓一,108,99.05
44162,三圓二,136,99.9
44163,三圓三,144.8,99.05
44301,耀億一,138,99
44331,興采一,199,95.65
44332,興采二,111.7,98.5
44381,廣越一,114.25,97.95
44382,廣越二,108.8,98.7
44383,廣越三,117,100.55
44391,冠星一KY,108.65,92.85
44421,竣邦一KY,148,96
45101,高鋒一,120,71.1
45102,高鋒二,121.6,90
45231,永彰一,110.5,97.1
45261,東台一,230,107
45271,方霖一,132.6,100
45272,方霖二,149,98.15
45321,瑞智一    ,244,106
45322,瑞智二,142,96.5
45331,協易一,149.5,82
45341,三林一,105,91.5
45342,慶騰二,185,99
45343,慶騰三,260,99.65
45381,大詠城一,146.6,97.5
45401,全球傳動一,166,99.65
45402,全球傳動二,176,99.3
45411,晟田一,113,99.6
45412,晟田二,109.45,98
45413,晟田三,123,102.5
45414,晟田四,124.5,90.05
45421,科嶠一,233,90
45491,桓達一,141,99.5
45501,長佳一,125.4,99.9
45511,智伸科一,132.8,96
45551,氣立一,109.55,95.05
45552,氣立二,128,99.65
45553,氣立三,118.75,99.2
45554,氣立四,123.5,100
45561,旭然一,113.2,99.8
45562,旭然二,104.15,92
45581,寶緯一,105,100
45601,強信一KY,156,99.65
45631,百德一,102.5,90.15
45641,元翎一,113,91.8
45661,時碩工業一,270,99.5
45662,時碩工業二,264,105
45663,時碩工業三,223,106
45691,六方科一KY,128.05,95
45721,駐龍一,121,103.05
45801,捷流閥業一,130,99.5
45811,光隆精密一KY,107.05,94.1
45881,玖鼎電力一,0,0
47031,揚華一,105,21.75
47141,永捷一,131.15,100.9
47142,永捷二,129.8,98
47143,永捷三,179,103.5
47144,永捷四,165,96.6
47145,永捷五,123.1,101.5
47146,永捷六,180,100.2
47147,永捷七,206,100
47161,大立一    ,113.5,78.5
47162,大立二,115.5,99.8
47201,德淵一,118,99.85
47202,德淵二,175,100
47203,德淵三,152,92
47211,美琪一,128.5,96.5
47221,國精一,136.4,97.05
47222,國精二,161,100.3
47223,國精化三,157,122.75
47291,熒茂一,110,99.3
47331,上緯一,750,107
47332,上緯二,132,97.5
47351,豪展一,219,105.5
47352,豪展二,233,99
47361,泰博一,171,107
47362,泰博二,195,100
47363,泰博三,238,111
47371,華廣一,108,94.8
47391,康普一,343,104.35
47392,康普二,273,102
47393,康普三,161,98.05
47394,康普四,160,110.45
47441,皇將一,138,99.45
47442,皇將二,172,100.35
47451,合富一KY,144.4,97.8
47461,台耀一,176,98.85
47462,台耀二,140.5,91.5
47463,台耀三,175,93.25
47471,強生一,173,100.85
47601,勤凱一,213,101
47631,材料一KY,125,99
47632,材料二KY,1035,99.1
47633,材料三KY,601,100
47641,雙鍵一,131.9,99.75
47721,台特化一,143,111.1
48031,VHQ一KY,145,94
48032,VHQ二KY,101.65,20.05
48041,大略一KY,102.45,87.9
48061,昇華一,130,95
48062,昇華二,129.5,61.25
48071,日成一KY,106.95,95
49031,聯光一,138,101
49061,正文一    ,210,108.6
49062,正文二,170,96
49063,正文三,133.3,93.7
49064,正文四,190,102
49065,正文五,139,98.5
49066,正文六,163,100.25
49091,復興一,153,107
49092,復興二,195,100
49093,復興三,148,87.2
49094,復興四,144,94.5
49101,陽慶一,114,38
49121,聯控一,183,107
49122,聯德控股二KY,126,97.2
49123,聯德控股三KY,210,110
49124,聯德控股四KY,118.5,92
49161,事欣科一,186,98.5
49162,事欣科二,128.7,77.05
49163,事欣科三,215,93.2
49164,事欣科四,199,99.55
49165,事欣科五,169,99
49191,新唐一,450,97
49231,力士一,123.45,96.3
49241,欣厚一,127.2,92.2
49271,泰鼎一,142.6,103
49272,泰鼎二KY,163,95.6
49273,泰鼎三KY,221,105.55
49331,友輝一,116,97
49391,亞電一,134,99.7
49392,亞電二,147.2,101.5
49431,康控一KY,180,97.3
49441,兆遠一,148,90
49561,光鋐一,100.8,93.1
49671,十銓一,184,107
49672,十銓二,187,105
49673,十銓三,214,114
49674,十銓四,207,130
49681,立積一,208,99.55
49711,英特一,195,105
49712,IET二KY,302,104
49741,亞泰一,168,100.1
49742,亞泰二,123,98.55
49771,眾達一KY,174,107.05
49791,華星光一,112,98
49792,華星光二,125,86
49793,華星光三,391,101.5
49794,華星光四,333,99
49911,環宇一KY,177,106
49912,環宇二KY,171,101
49951,晶達一,148.6,100.25
50091,榮剛一,304,95
50092,榮剛二,139.5,90
50093,榮剛三,183,108
50094,榮剛四,142.3,99.6
50095,榮剛五,145,98.7
50096,榮剛六,186,97
50097,榮剛七,119.7,97.45
50111,久陽一,118,98
50112,久陽二,253,101
50113,久陽三,237,85
50114,久陽四,112.7,90
50141,建錩一,185,78.05
50151,華祺一,123,95
52011,凱衛一,134,108
52031,訊連一,230,106
52041,得捷一,100,38.15
52071,飛雅一,115,83.75
52091,新鼎一,128.2,93.5
52111,蒙恬一,201,100.5
52121,凌網一,109,93.9
52131,捷鴻一,176,98
52132,亞昕二,144,101
52133,亞昕三,108,98.3
52134,亞昕四,104.5,99.1
52135,亞昕五,122.5,101
52136,亞昕六,180,104.2
52137,亞昕七,448,102
52151,科嘉一KY,115,99.55
52231,安力一KY,157,95.5
52251,東科一KY,456,104.1
52301,雷笛克光學一,138.9,100.75
52302,雷笛克光學二,125,99.6
52303,雷笛克光學三,197,102
52441,弘凱一,123,94.7
52451,智晶一,122,99.05
52452,智晶二,104.45,87.3
52551,美桀一,260,100
52591,清惠一,120,94
52631,智崴一,822,107
52632,智崴二,629,103.3
52633,智崴三,195,100.25
52634,智崴四,193,99.9
52635,智崴五,181,101
52811,大峽谷一KY,101.75,81
52841,jpp一KY,144,102.5
52842,jpp二KY,124.85,87
52843,jpp三KY,202,95.05
52851,界霖一,260,93
52852,界霖二,177,98.1
52881,豐祥一KY,170,96
52891,宜鼎一,192,103.2
52911,邑昇一,238,108
53061,訊康一,115.05,100
53063,桂盟三,129,99.6
53064,桂盟四,129,98.5
53091,系統電一,182,107
53092,系統電二,155,99.6
53093,系統電三,139.05,99.15
53094,系統電四,138.95,99.75
53095,系統電五,212,97.8
53096,系統電六,125.5,106.5
53097,系統電七,129.5,110.3
53101,天剛一,114.15,60
53151,光聯一,105,99
53152,光聯二,133,97
53153,光聯三,115,101.5
53211,美而快一,107.2,93
53281,華容一,154,124
53282,華容二,173,100
53451,天揚一,127.8,59
53461,力晶一,119.8,27.2
53462,力晶二,121,28.5
53491,旭展一,114,59
53511,鈺創一,156,118.1
53512,鈺創二,110,96.5
53513,鈺創三,113.5,90
53551,佳總一,645,99
53552,佳總二,300,105.2
53553,佳總三,230,105.1
53711,中光一,239,106.95
53811,合正一,132.65,85
53812,合正二,211,95.2
53813,合正三,155,91.8
53861,青雲一,110.05,101
53882,中磊二,170,115
53883,中磊三,316,107
53884,中磊四,210,97.9
53885,中磊五,200,97.7
53886,中磊六,150,99.6
53887,中磊七,120,99.5
53921,應華一,164,84.3
53922,應華二,118.8,96.5
53923,應華三,196,106.8
53924,應華四,132.9,98
54031,中菲一    ,123.05,100
54252,台半二,187,107
54253,台半三,377,107
54254,台半四,125,73.5
54255,台半五,150,99.5
54261,振發一    ,285,100
54341,崇越一,277,100
54342,崇越二,232,104.1
54391,高技一,162,117
54421,世峰一,108,32.5
54422,世峰二,193,123.95
54501,南良一,134,101.2
54521,佶優一,133.5,99.8
54551,訊利一,121.3,90
54552,訊利二,118,97.2
54571,宣德一,139.6,70
54572,宣德二,121,97.9
54573,宣德三,114.25,85.65
54641,霖宏一,152,101.1
54661,泰林一,229,103
54662,泰林二,169,100
54691,博德一,104.8,93.05
54731,矽成一,124,83
54751,德宏一,257,83.2
54752,德宏二,160,98
54753,德宏三,124,99.3
54754,德宏四,118,102.6
54755,德宏五,113.5,101.1
54756,德宏六,113.5,101.1
54757,德宏七,141,101.55
54758,德宏八,110,100.4
54759,德宏九,156,100.5
54781,智冠一,193,107.55
54901,同亨ㄧ,136,92.05
54911,連展一,143,68
54912,連展二,153,94.1
54913,連展三,151,98.55
54931,三聯一,160,94.9
54981,凱威一,192,100.5
54982,凱崴二,128.9,100
54983,凱崴三,110,94
55051,和旺一,309,93
55052,和旺二,124,99
55121,力麒一,189,96.6
55122,力麒二,185,55
55123,力麒三,165,102
55124,力麒四,116,90
55191,隆大一,105.2,99.75
55192,隆大二,104,93
55193,隆大三,159,105
55194,隆大四,159,103.3
55221,遠雄一,244,99.5
55222,遠雄二,218,100
55223,遠雄三,114,89
55224,遠雄四,114,75
55225,遠雄五,108.5,97
55226,遠雄六,105,95
55231,宏都一,137.2,56
55291,志嘉一,105,97
55341,長虹一,503,102.7
55342,長虹二,585,94.5
55343,長虹三,190,97
55344,長虹四,128.5,102.15
55361,聖暉一,202,108
55381,東明一KY,115.5,95
55431,桓鼎一KY,123,99.6
55432,桓鼎二KY,112.1,99.85
55433,桓鼎三KY,102,101
55434,桓鼎四KY,107,93
55461,永固一KY,111,88
56031,陸海一,113.4,95.5
56081,四維一,280,103.5
56082,四維航二,302,107
56083,四維航三,114.45,95
56084,四維航四,105,98
56085,四維航五,101.6,94.5
56086,四維航六,128,99.1
56087,四維航七,125,101
58201,日盛一,113,92
58711,中租一KY,113.1,94.05
59041,寶雅一,168,100
59051,南仁1A,242,106.7
59052,南仁1B,176,103
59053,南仁湖二 ,150,60
59054,南仁湖三,127.3,100
59055,南仁湖四,200,100
60042,元京證二,204,115
60151,宏遠證一,133.6,92.7
60152,宏遠證二,149.9,97.6
60161,康和一,211,98
60221,大眾證一,171,86.5
61011,寬魚國際一,118,106.5
61012,寬魚國際二,101,93.4
61041,創惟一,146,97
61051,瑞傳一,136,115
61052,瑞傳二,158,100.5
61053,瑞傳三,152,105
61071,華美一,130.9,99.2
61081,競國一,173,107
61082,競國二,305,64.85
61083,競國三,114,90
61101,艾群一,110.9,78.5
61102,艾群二,110,73
61111,大資資一,129,101.05
61112,大宇資二,110.95,91.9
61121,聚碩一,110.5,97.5
61141,翔昇一,128.9,100.05
61151,鎰勝一,166,102
61152,鎰勝二,216,86.5
61153,鎰勝三,175,100
61171,迎廣一,174,98.1
61172,迎廣二,129,95.5
61181,建達一,265,86
61182,建達二,112.1,80
61191,大傳一,142,90.25
61192,大傳二,106,82
61201,輔祥一,245,94
61202,輔祥二,235,94
61203,輔祥三,176,61.5
61204,輔祥四,104,98
61211,新普一,198,126
61221,擎邦一,228,88
61222,擎邦二,185,98
61231,上奇一,110,84
61232,上奇二,114,95
61251,廣運一,210,160
61252,廣運二,159,72.7
61253,廣運三,135.9,84.5
61254,廣運四,136,98.5
61255,廣運五,125,94.85
61261,信音一,210,95
61262,信音二,172,109.9
61263,信音三,152,99.6
61271,九豪一,105,100
61272,九豪二,107.5,100
61273,九豪三,148,98
61274,九豪四,160,100
61291,普誠一,123.5,100
61311,悠克一,230,150
61312,悠克二,199,102
61321,銳普一,182,63
61331,金橋一,187,93
61332,金橋二,153,88
61341,萬旭一,128,99.7
61342,萬旭二,205,102.5
61351,佳營一,114.55,58.5
61361,富爾一,141.9,96
61362,富爾二,109.5,89.5
61381,茂達一,428,99.5
61391,亞翔一,251,181
61392,亞翔二,116,99.55
61393,亞翔三,220,99.95
61394,亞翔四,385,110
61411,柏承一,148.4,102.5
61412,柏承二,246,92
61421,友勁一,131.95,80
61451,勁永一,166,56.35
61461,耕興一,140,94
61462,耕興二,150,103
61471,頎邦一,219,91
61472,頎邦二,228,89
61501,撼訊一,162,150
61502,撼訊二,112,75.15
61503,撼訊三,116,95
61504,撼訊四,170,105.3
61505,撼訊五,147,92
61506,撼訊六,117,93
61521,百一一,307,127
61522,百一二,153,93
61531,嘉聯一,252,143
61532,嘉聯益二,124,90
61533,嘉聯益三,106,95
61534,嘉聯益四,100,92.5
61551,鈞寶一,202,114
61552,鈞寶二,170,114
61561,科橋一,126.9,101.15
61562,松上二,119,99.5
61563,松上三,115,99.5
61564,松上四,189,95.5
61581,禾昌一,278,100
61591,詮鼎一,200,106
61592,詮鼎二,162,67.2
61593,詮鼎三,114,82.8
61611,捷波一,113.35,82
61612,捷波二,205,70.8
61613,捷波三,123.2,99.5
61621,鴻源一,185,81.85
61632,華電網二,136,104.1
61633,華電網三,145.5,107
61634,華電網四,170,98
61635,華電網五,291,100.15
61641,華興一,172,85
61642,華興二,136.2,96
61661,凌華一,230,128
61671,久正一,176,65
61681,宏齊一,180,100.5
61682,宏齊二,155,89.6
61683,宏齊三,127,92.1
61684,宏齊四,110.3,98.7
61701,統振一,140,88
61702,統振二,119,99
61703,統振三,116.9,99.2
61721,互億一,199,155
61731,信昌一,233,90.1
61732,互億二,114.45,97
61741,安碁一,121,81
61742,安碁二,99,72.75
61751,立敦一,103.45,93.6
61752,立敦二,116.75,98
61753,立敦三,201,99
61754,立敦四,133.5,99.85
61761,瑞儀一,106.55,97.9
61771,十全一,165,102.3
61772,達麗二,224,100.05
61773,達麗三,255,107
61774,達麗四,207,107
61775,達麗五,292,107
61776,達麗六,298,107
61777,達麗七,122.05,100.5
61781,振遠一,173,97
61782,振遠二,142,77.85
61791,亞通一,129,101
61792,亞通二,133,102
61793,亞通三,118,95.1
61794,亞通四,127.9,94.65
61801,橘子一,300,100.2
61811,宇銓一,139.2,98
61821,合晶一,272,100
61822,合晶二,428,105.5
61823,合晶三,427,100.5
61824,合晶四,117.1,81.75
61825,合晶五,225,97.1
61826,合晶六,308,110
61827,合晶七,154,91
61828,合晶八,144.95,85
61841,大豐電一,113.2,100
61842,大豐電二,105.3,99.4
61843,大豐電三,120.3,98
61851,幃翔一,124,93
61861,晶磊一,190,96.35
61862,晶磊二,110,89.9
61871,萬潤一,245,112
61872,萬潤二,145.2,91
61873,萬潤三,111.5,80
61874,萬潤四,467,98
61875,萬潤五,510,102.5
61891,豐藝一,178,97
61892,豐藝二,166,97.8
61893,豐藝三,152,99.6
61894,豐藝四,195,109.65
61901,萬泰科一,147.5,94.05
61902,萬泰科二,119,81
61903,萬泰科三,111,94.5
61904,萬泰科四,161,100
61905,萬泰科五,185,103
61906,萬泰科六,166,96.1
61907,萬泰科七,178,109
61911,精成一,109.4,94
61931,洪氏一,136,98
61941,育富一,118.6,95
61952,詩肯二,155,100
61961,帆宣一,133.5,99
61962,帆宣二,118,93
61963,帆宣三,300,104
61964,帆宣四,174,108
61965,帆宣五,250,106.1
61971,佳必琪一,371,100
61972,佳必琪二,108.95,95.55
61973,佳必琪三,149.6,101.75
61981,凌泰一,195,93.2
61991,精威一,162,98.8
61992,精威二,141.8,90.5
61993,天品三,130.15,111.7
61994,天品四,109.75,90.2
62031,海韻電一,137,93.1
62051,詮欣一,140.25,99
62052,詮欣二,126,92
62053,詮欣三,287,107.5
62061,飛捷一,121,101.1
62062,飛捷二,282,99.65
62071,雷科一,192,115.15
62072,雷科二,125,95
62073,雷科三,126,94
62074,雷科四,109.95,99
62075,雷科五,131,106
62076,雷科六,132.95,106.65
62081,日揚一,192,138
62082,日揚二,130,100
62083,日揚三,178,103
62091,今國光一,207,107
62092,今國光二,129,99.75
62093,今國光三,206,118
62131,聯茂一,268,121
62132,聯茂二,171,99
62133,聯茂三,182,100.5
62134,聯茂四,197,107
62135,聯茂五,231,104
62151,和椿一,465,101
62152,和椿二,114.45,100
62161,居易一,375,222
62171,中探針一,250,107
62172,中探針二,123,99.5
62173,中探針三,150,100.2
62174,中探針四,173,106
62191,富旺一,121,99.25
62192,富旺二,120.4,99.5
62193,富旺三,103,92.25
62194,富旺四,118.45,103.15
62201,岳豐一,205,100
62202,岳豐二,113,77
62203,岳豐三,152,99
62204,岳豐四,160,100.6
62205,岳豐五,121.1,92
62206,岳豐六,155,102.5
62207,岳豐七,329,94.8
62208,岳豐八,121,88.3
62209,岳豐九,146.95,80
62211,晉泰一,108,84
62221,上揚一,165,85.5
62231,旺矽一,199,107
62232,旺矽二,190,90
62233,旺矽三,133.2,97
62234,旺矽四,258,93.5
62235,旺矽五,264,96.5
62241,聚鼎一,184,99.2
62251,天瀚一,185,84
62261,光鼎一,217,100
62262,光鼎二,169,107
62263,光鼎三,120,100.8
62264,光鼎四,127.8,100.7
62271,茂綸一,114,86.1
62281,全譜一,142.05,65.5
62301,超眾一,184,114.45
62321,仕欽一,189,55.8
62331,旺玖一,282,114.45
62332,旺玖二,268,107
62341,高僑一,510,139
62342,高僑二,128,100
62371,驊訊一,119,88
62381,巨圖一,121,99.8
62382,勝麗二,508,108
62383,勝麗三,625,107.1
62384,勝麗四,583,98
62421,聯豪一,190,100
62431,迅杰一,222,92
62432,迅杰二,439,107
62433,迅杰三,112.9,90
62441,茂迪一,2750,107
62451,立端一,191,100
62452,立端二,132,99
62481,沛波一,128.5,83
62482,沛波二,125,101.1
62483,沛波三,117,94
62484,沛波四,158,96.6
62511,定穎一,107,80.5
62512,定穎二,125.45,100
62551,奈普一,111,83
62571,矽格一,153,102
62572,矽格二,166,101.65
62573,矽格三,205,103
62574,矽格四,151,102
62591,百徽一,116.7,94
62592,百徽二,293,100.2
62611,久元一,181,87
62612,久元二,163,101.65
62613,久元三,127.4,98.15
62641,富裔一,113.9,99.55
62651,方昶一,201,97.5
62652,方昶二    ,150,95.3
62661,泰詠一,172,100
62662,泰詠二,126.1,93.05
62691,台郡一,141,98
62692,台郡二,276,107
62693,台郡三,230,100
62694,台郡四,203,104.5
62695,台郡五,114.85,92.5
62696,台郡六,111.75,95
62701,倍微一,150,99
62711,同欣電一,111.95,97.25
62741,台燿一,159,94
62742,台燿二,164,103.2
62743,台燿三,153,98.05
62744,台燿四,225,101.55
62745,台燿五,277,118.8
62751,元山一,285,99
62752,元山二,128,100.6
62753,元山三,122,84
62754,元山四,141.7,102
62755,元山五,184,107.25
62756,元山六,269,102.5
62761,名鐘一,162,50
62791,胡連一,146,99.6
62821,康舒一,164,96.55
62822,康舒二,143,95.5
62831,淳安一,122,88
62832,淳安二,121.5,99.8
62841,佳邦一,130,100
62842,佳邦二,184,100.2
62843,佳邦三,133.5,100.05
62851,啟碁一,103,93.65
62852,啟碁二,127.6,101
62853,啟碁三,251,100.3
62871,元隆一,171,81.45
62872,元隆二,111.1,100.45
62873,元隆三,110,101.5
62874,元隆四,118,99.5
62875,元隆五,105.4,97
62881,聯嘉一,146,99.6
62882,聯嘉二,114.3,97.05
62883,聯嘉三,167,100
62884,聯嘉四,118.5,99.8
62891,華上一,197,91
62892,華上二,147.9,19.8
62901,良維一,165,106
62902,良維二,166,105
62903,良維三,255,97.7
62904,良維四,252,71
62905,良維五,154,102
62906,良維六,164,93.5
62907,良維七,285,109.1
62908,良維八,298,107.05
62909,良維九,208,108.2
64141,樺漢一,191,103.6
64142,樺漢二,129,93.5
64143,樺漢三,150,93
64144,樺漢四,185,105.5
64145,樺漢五,130,102
64161,瑞祺電通一,177,101.25
64221,君耀一KY,126.5,98.95
64251,易發一,162,108.1
64261,統新一,115,92
64321,今展科一,170,99.65
64322,今展科二,200,110
64323,今展科三,136,99.85
64324,今展科四,140,100
64381,迅得一,194,102
64382,迅得二,239,110.55
64411,廣錠一,289,105.3
64412,廣錠二,282,106.5
64413,廣錠三,129,99.4
64414,廣錠四,129,99.4
64415,廣錠五,125,94.5
64421,光聖一,223,97
64422,光聖二,228,110.55
64423,光聖三,231,135
64491,鈺邦一,223,99.85
64492,鈺邦二,134,96
64511,訊芯一KY,115,94
64512,訊芯二KY,212,86.5
64651,威潤一,123,99.5
64691,大樹一,237,100.05
64692,大樹二,155,99.35
64693,大樹三,118.5,99.5
64721,保瑞一,220,100.2
64722,保瑞二,355,104
64723,保瑞三,161,102
64724,保瑞四,108.75,102.25
64725,保瑞五,107.8,104.5
64771,安集一,323,91
64772,安集二,176,99.75
64773,安集三,147,93.05
64774,安集四,113,94
64775,安集五,98.7,92.05
64861,互動一,132.2,99.55
64862,互動二,175,108.2
64961,科懋一,114,99.7
65092,聚和二,146,101.5
65093,聚和三,145,92.5
65094,聚和四,119,99.9
65095,聚和五,145,98
65096,聚和六,133,99.95
65101,精測一,217,128.5
65151,穎崴一,165,118
65152,穎崴二,310,138
65321,瑞耘一,200,101.95
65331,晶心科一,113.25,85.85
65381,倉和一,101,87.1
65461,正基一,155,92.1
65471,高端疫苗一,100.45,86.75
65472,高端疫苗二,157,115.4
65481,長科一,148,120
65521,易華電一,123.5,98.05
65581,興能高一,111.8,91.5
65701,維田一,185,103.85
65731,虹揚一KY,105,77.5
65761,逸達一,123,105
65781,達邦蛋白一,202,102.5
65791,研揚一,138.1,96
65841,南俊國際一,469,101
65842,南俊國際二,428,98
65851,鼎基一,192,100.05
65852,鼎基二,191,100.5
65891,台康生技一,313,109.8
65911,動力一KY,182,95.2
65912,動力二KY,127,96.3
65913,動力三KY,195,94.6
65914,動力四KY,124,94.2
65931,台灣銘板一,496,113.5
66031,富鑫一,113,87.2
66032,富強鑫二,167,103.5
66033,富強鑫三,136.25,98.05
66051,帝寶一,192,97
66131,朋億一,281,105.1
66161,特昇一KY,104,85
66162,特昇二KY,120.5,95
66163,特昇三KY,119.35,93.5
66241,萬年清一,173,101.35
66291,泰金一KY,126,97.1
66292,泰金二KY,129,96
66411,基士德一KY,109.8,93
66451,金萬林一創,112.6,101.4
66541,天正國際一,122.5,98
66551,科定一,440,110.65
66641,群翊一,403,102
66642,群翊二,167,95.55
66681,中揚光一,125.8,99.75
66682,中揚光二,125,97.4
66683,中揚光三,131.5,93.3
66701,復盛應用一,217,103.2
66702,復盛應用二,121,109
66721,騰輝一KY,244,101
66722,騰輝二KY,246,100
66801,鑫創電子一,143.9,105
67021,興航一,127.75,31.5
67061,惠特一,158,98.4
67062,惠特二,115.95,88.05
67151,嘉基一,186,106.8
67152,嘉基二,294,97.5
67271,亞泰金屬一,199,112.2
67531,龍德造船一,180,101
67611,穩得一,140,99.95
67681,志強一KY,172,101.05
67711,平和環保一創,118,103.25
67961,晉弘一,119.8,93
67962,晉弘二,105.5,90.55
68031,崑鼎一,171,93
68041,明係一,111,93.75
68061,森崴能源一,167,96.7
68211,聯寶一,155,100.55
68231,濾能一,120,98.05
68301,汎銓一,589,99.85
68351,圓裕一,113.8,94.5
68401,東研信超一,130.5,88.5
68431,進典一,115,100.65
68461,綠茵一,106.9,92.9
68462,綠茵二,107.45,94
68541,錼創科技-KY創一,120.5,100.05
68621,三集瑞一KY,129.3,103
68631,永道一KY,117.3,89.05
68691,雲豹能源一,365,106.6
68701,騰雲一,113.7,93
68702,騰雲二,118.5,94.5
